set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHt,ReEt,ImH,ImE,ImHt,ImEt,dvcs,F_true
7,13,5.75,2.318,0.363,-0.232,202.5,0.0316023,0.00204309,0.06465,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0289437
7,14,5.75,2.318,0.363,-0.232,217.5,0.0289326,0.00176923,0.06115,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0303142
7,15,5.75,2.318,0.363,-0.232,232.5,0.0332408,0.00197118,0.0593,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0324938
7,16,5.75,2.318,0.363,-0.232,247.5,0.0351178,0.00211901,0.06034,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0356321
7,17,5.75,2.318,0.363,-0.232,262.5,0.0414205,0.0023444,0.0566,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.039921
7,18,5.75,2.318,0.363,-0.232,277.5,0.0437087,0.00250888,0.0574,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0455588
7,19,5.75,2.318,0.363,-0.232,292.5,0.0543635,0.00274808,0.05055,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0526584
7,20,5.75,2.318,0.363,-0.232,307.5,0.0607309,0.00299342,0.04929,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0610544
7,21,5.75,2.318,0.363,-0.232,322.5,0.0735538,0.00383215,0.0521,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0700059
7,22,5.75,2.318,0.363,-0.232,337.5,0.0790025,0.00416027,0.05266,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0779525
7,23,5.75,2.318,0.363,-0.232,352.5,0.0911518,0.00495228,0.05433,-2.5008,2.05692,1.18094,99.7182,2.91369,0,1.42363,0,0.0128379,0.0827568
8,0,5.75,2.348,0.368,-0.279,7.5,0.0781249,0.00591249,0.07568,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0758857
8,1,5.75,2.348,0.368,-0.279,22.5,0.0699334,0.00466875,0.06676,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0698981
8,2,5.75,2.348,0.368,-0.279,37.5,0.0583844,0.00386563,0.06621,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0606095
8,3,5.75,2.348,0.368,-0.279,52.5,0.0513953,0.00358277,0.06971,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0509855
8,4,5.75,2.348,0.368,-0.279,67.5,0.0442812,0.0030222,0.06825,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0426915
8,5,5.75,2.348,0.368,-0.279,82.5,0.0370628,0.00248358,0.06701,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0361864
8,6,5.75,2.348,0.368,-0.279,97.5,0.0297026,0.00229572,0.07729,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0313318
8,7,5.75,2.348,0.368,-0.279,112.5,0.0281004,0.00199738,0.07108,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0278152
8,8,5.75,2.348,0.368,-0.279,127.5,0.0278814,0.00210867,0.07563,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0253359
8,9,5.75,2.348,0.368,-0.279,142.5,0.0211788,0.00153716,0.07258,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0236599
8,10,5.75,2.348,0.368,-0.279,157.5,0.0214348,0.00160139,0.07471,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0226251
8,11,5.75,2.348,0.368,-0.279,172.5,0.0203773,0.00152239,0.07471,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0221313
8,12,5.75,2.348,0.368,-0.279,187.5,0.0224932,0.00196546,0.08738,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0221313
8,13,5.75,2.348,0.368,-0.279,202.5,0.0261655,0.00227535,0.08696,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0226251
8,14,5.75,2.348,0.368,-0.279,217.5,0.025234,0.00187691,0.07438,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0236599
8,15,5.75,2.348,0.368,-0.279,232.5,0.0262857,0.00178322,0.06784,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0253359
8,16,5.75,2.348,0.368,-0.279,247.5,0.0277166,0.00207874,0.075,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0278152
8,17,5.75,2.348,0.368,-0.279,262.5,0.0333083,0.00226963,0.06814,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0313318
8,18,5.75,2.348,0.368,-0.279,277.5,0.0385467,0.00263582,0.06838,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0361864
8,19,5.75,2.348,0.368,-0.279,292.5,0.0415911,0.00262689,0.06316,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0426915
8,20,5.75,2.348,0.368,-0.279,307.5,0.0472413,0.00297809,0.06304,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0509855
8,21,5.75,2.348,0.368,-0.279,322.5,0.0595454,0.00403123,0.0677,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0606095
8,22,5.75,2.348,0.368,-0.279,337.5,0.0724629,0.00535791,0.07394,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0698981
8,23,5.75,2.348,0.368,-0.279,352.5,0.0784268,0.00643099,0.082,-2.46665,1.94659,1.04462,82.1512,2.66341,0,1.35271,0,0.0111995,0.0758857
9,0,5.75,2.36,0.371,-0.325,7.5,0.0941565,0.0101134,0.10741,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0706474
9,1,5.75,2.36,0.371,-0.325,22.5,0.0698929,0.00682644,0.09767,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0635273
9,2,5.75,2.36,0.371,-0.325,37.5,0.0539594,0.00520438,0.09645,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0531961
9,3,5.75,2.36,0.371,-0.325,52.5,0.0343362,0.00315344,0.09184,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0433301
9,4,5.75,2.36,0.371,-0.325,67.5,0.0331774,0.00281278,0.08478,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0354549
9,5,5.75,2.36,0.371,-0.325,82.5,0.0332537,0.00306965,0.09231,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0296588
9,6,5.75,2.36,0.371,-0.325,97.5,0.026983,0.00245114,0.09084,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0255425
9,7,5.75,2.36,0.371,-0.325,112.5,0.0226005,0.00189731,0.08395,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.02267
9,8,5.75,2.36,0.371,-0.325,127.5,0.021671,0.0018999,0.08767,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0206994
9,9,5.75,2.36,0.371,-0.325,142.5,0.0176462,0.00156469,0.08867,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0193928
9,10,5.75,2.36,0.371,-0.325,157.5,0.0186984,0.00177149,0.09474,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0185963
9,11,5.75,2.36,0.371,-0.325,172.5,0.016411,0.00154461,0.09412,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.018219
9,12,5.75,2.36,0.371,-0.325,187.5,0.0180793,0.00179799,0.09945,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.018219
9,13,5.75,2.36,0.371,-0.325,202.5,0.0205289,0.00172874,0.08421,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0185963
9,14,5.75,2.36,0.371,-0.325,217.5,0.0208257,0.00196261,0.09424,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0193928
9,15,5.75,2.36,0.371,-0.325,232.5,0.019641,0.00161429,0.08219,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0206994
9,16,5.75,2.36,0.371,-0.325,247.5,0.0213021,0.0019664,0.09231,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.02267
9,17,5.75,2.36,0.371,-0.325,262.5,0.0228201,0.00203236,0.08906,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0255425
9,18,5.75,2.36,0.371,-0.325,277.5,0.0296829,0.00237463,0.08,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0296588
9,19,5.75,2.36,0.371,-0.325,292.5,0.0337213,0.00266803,0.07912,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0354549
9,20,5.75,2.36,0.371,-0.325,307.5,0.042849,0.00347077,0.081,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0433301
9,21,5.75,2.36,0.371,-0.325,322.5,0.0548752,0.00425667,0.07757,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0531961
9,22,5.75,2.36,0.371,-0.325,337.5,0.0561541,0.00556487,0.0991,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0635273
9,23,5.75,2.36,0.371,-0.325,352.5,0.0841301,0.00973722,0.11574,-2.42877,1.84698,0.927706,70.083,2.45537,0,1.29212,0,0.010102,0.0706474
10,0,5.75,2.375,0.373,-0.372,7.5,0.0712923,0.0118588,0.16634,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0667402
10,1,5.75,2.375,0.373,-0.372,22.5,0.0627413,0.00865579,0.13796,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0583608
10,2,5.75,2.375,0.373,-0.372,37.5,0.0410762,0.00490532,0.11942,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0470684
10,3,5.75,2.375,0.373,-0.372,52.5,0.0397685,0.00405877,0.10206,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0371549
10,4,5.75,2.375,0.373,-0.372,67.5,0.0254605,0.00269271,0.10576,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.029802
10,5,5.75,2.375,0.373,-0.372,82.5,0.0205391,0.00227819,0.11092,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0246907
10,6,5.75,2.375,0.373,-0.372,97.5,0.0216237,0.00242877,0.11232,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0212109
10,7,5.75,2.375,0.373,-0.372,112.5,0.0194461,0.00224914,0.11566,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0188558
10,8,5.75,2.375,0.373,-0.372,127.5,0.0151477,0.00165247,0.10909,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0172749
10,9,5.75,2.375,0.373,-0.372,142.5,0.0170107,0.00191796,0.11275,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0162423
10,10,5.75,2.375,0.373,-0.372,157.5,0.0132433,0.00170268,0.12857,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.015619
10,11,5.75,2.375,0.373,-0.372,172.5,0.0165127,0.00245891,0.14891,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0153253
10,12,5.75,2.375,0.373,-0.372,187.5,0.0161433,0.00218095,0.1351,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0153253
10,13,5.75,2.375,0.373,-0.372,202.5,0.0140523,0.00161559,0.11497,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.015619
10,14,5.75,2.375,0.373,-0.372,217.5,0.0140041,0.00165683,0.11831,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0162423
10,15,5.75,2.375,0.373,-0.372,232.5,0.0186472,0.00176663,0.09474,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0172749
10,16,5.75,2.375,0.373,-0.372,247.5,0.0162954,0.00179689,0.11027,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0188558
10,17,5.75,2.375,0.373,-0.372,262.5,0.0198793,0.0021907,0.1102,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0212109
10,18,5.75,2.375,0.373,-0.372,277.5,0.0212029,0.00210269,0.09917,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0246907
10,19,5.75,2.375,0.373,-0.372,292.5,0.0307977,0.0029612,0.09615,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.029802
10,20,5.75,2.375,0.373,-0.372,307.5,0.0422046,0.00441038,0.1045,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0371549
10,21,5.75,2.375,0.373,-0.372,322.5,0.0537924,0.00567456,0.10549,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0470684
10,22,5.75,2.375,0.373,-0.372,337.5,0.0736721,0.01025,0.13913,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0583608
10,23,5.75,2.375,0.373,-0.372,352.5,0.0716548,0.0135033,0.18845,-2.38607,1.7529,0.821841,60.9144,2.26894,0,1.23587,0,0.00910937,0.0667402
11,0,5.75,2.012,0.378,-0.192,7.5,0.0665313,0.00785868,0.11812,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0625791
11,1,5.75,2.012,0.378,-0.192,22.5,0.0556834,0.0060745,0.10909,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0612197
11,2,5.75,2.012,0.378,-0.192,37.5,0.0552188,0.00702769,0.12727,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0587475
11,3,5.75,2.012,0.378,-0.192,52.5,0.0485457,0.00644783,0.13282,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0555622
11,4,5.75,2.012,0.378,-0.192,67.5,0.0574261,0.00702091,0.12226,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0520898
11,5,5.75,2.012,0.378,-0.192,82.5,0.0512389,0.0066298,0.12939,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0486855
11,6,5.75,2.012,0.378,-0.192,97.5,0.0469304,0.00572504,0.12199,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0455953
11,7,5.75,2.012,0.378,-0.192,112.5,0.0428732,0.00515593,0.12026,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0429607
11,8,5.75,2.012,0.378,-0.192,127.5,0.0438678,0.00528695,0.12052,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0408469
11,9,5.75,2.012,0.378,-0.192,142.5,0.0323304,0.00446419,0.13808,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0392719
11,10,5.75,2.012,0.378,-0.192,157.5,0.041308,0.00597231,0.14458,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0382315
11,11,5.75,2.012,0.378,-0.192,172.5,0.028782,0.00390111,0.13554,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.037715
11,12,5.75,2.012,0.378,-0.192,187.5,0.0373333,0.00515946,0.1382,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.037715
11,13,5.75,2.012,0.378,-0.192,202.5,0.0432491,0.0059195,0.13687,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0382315
11,14,5.75,2.012,0.378,-0.192,217.5,0.0360932,0.00447014,0.12385,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0392719
11,15,5.75,2.012,0.378,-0.192,232.5,0.0341938,0.00473858,0.13858,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0408469
11,16,5.75,2.012,0.378,-0.192,247.5,0.0463685,0.00634645,0.13687,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0429607
11,17,5.75,2.012,0.378,-0.192,262.5,0.0402233,0.005116,0.12719,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0455953
11,18,5.75,2.012,0.378,-0.192,277.5,0.0569445,0.00759241,0.13333,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0486855
11,19,5.75,2.012,0.378,-0.192,292.5,0.0590435,0.00743594,0.12594,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0520898
11,20,5.75,2.012,0.378,-0.192,307.5,0.0556066,0.00670727,0.12062,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0555622
11,21,5.75,2.012,0.378,-0.192,322.5,0.0550007,0.00627063,0.11401,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0587475
11,22,5.75,2.012,0.378,-0.192,337.5,0.0576009,0.00654577,0.11364,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0612197
11,23,5.75,2.012,0.378,-0.192,352.5,0.0495783,0.00545807,0.11009,-2.4544,2.15838,1.30188,113.378,3.0196,0,1.43317,0,0.0217681,0.0625791
12,0,5.75,2.054,0.392,-0.233,7.5,0.0565931,0.00452745,0.08,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0550049
12,1,5.75,2.054,0.392,-0.233,22.5,0.0533899,0.00418577,0.0784,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0531568
12,2,5.75,2.054,0.392,-0.233,37.5,0.0475754,0.0039088,0.08216,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.049935
12,3,5.75,2.054,0.392,-0.233,52.5,0.0428077,0.0032979,0.07704,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0460328
12,4,5.75,2.054,0.392,-0.233,67.5,0.0436765,0.00374351,0.08571,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0420742
12,5,5.75,2.054,0.392,-0.233,82.5,0.0351654,0.00295601,0.08406,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0384692
12,6,5.75,2.054,0.392,-0.233,97.5,0.0372426,0.00367883,0.09878,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0354154
12,7,5.75,2.054,0.392,-0.233,112.5,0.0325781,0.00299849,0.09204,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0329654
12,8,5.75,2.054,0.392,-0.233,127.5,0.0286249,0.00282156,0.09857,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0310962
12,9,5.75,2.054,0.392,-0.233,142.5,0.0310788,0.00314207,0.1011,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0297568
12,10,5.75,2.054,0.392,-0.233,157.5,0.028365,0.00271312,0.09565,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0288963
12,11,5.75,2.054,0.392,-0.233,172.5,0.0230425,0.00227844,0.09888,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0284762
12,12,5.75,2.054,0.392,-0.233,187.5,0.0298762,0.00296521,0.09925,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0284762
12,13,5.75,2.054,0.392,-0.233,202.5,0.0302076,0.00269814,0.08932,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0288963
12,14,5.75,2.054,0.392,-0.233,217.5,0.030307,0.00295584,0.09753,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0297568
12,15,5.75,2.054,0.392,-0.233,232.5,0.0292911,0.00315787,0.10781,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0310962
12,16,5.75,2.054,0.392,-0.233,247.5,0.0352422,0.00346643,0.09836,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0329654
12,17,5.75,2.054,0.392,-0.233,262.5,0.0404978,0.00382542,0.09446,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0354154
12,18,5.75,2.054,0.392,-0.233,277.5,0.0359285,0.00349908,0.09739,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0384692
12,19,5.75,2.054,0.392,-0.233,292.5,0.0400103,0.00344568,0.08612,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0420742
12,20,5.75,2.054,0.392,-0.233,307.5,0.0528176,0.00469496,0.08889,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0460328
12,21,5.75,2.054,0.392,-0.233,322.5,0.0566154,0.00446979,0.07895,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.049935
12,22,5.75,2.054,0.392,-0.233,337.5,0.0502235,0.00396515,0.07895,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0531568
12,23,5.75,2.054,0.392,-0.233,352.5,0.0571949,0.00457559,0.08,-2.40374,2.05448,1.16918,90.335,2.73896,0,1.34769,0,0.0186438,0.0550049
13,0,5.75,2.074,0.398,-0.279,7.5,0.0551437,0.00517138,0.09378,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0514184
13,1,5.75,2.074,0.398,-0.279,22.5,0.0526448,0.00531081,0.10088,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0488846
13,2,5.75,2.074,0.398,-0.279,37.5,0.0402506,0.00376504,0.09354,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0447078
13,3,5.75,2.074,0.398,-0.279,52.5,0.0406949,0.00403002,0.09903,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.040028
13,4,5.75,2.074,0.398,-0.279,67.5,0.0389792,0.00405579,0.10405,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.035668
13,5,5.75,2.074,0.398,-0.279,82.5,0.033627,0.00378707,0.11262,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0320082
13,6,5.75,2.074,0.398,-0.279,97.5,0.0218682,0.00232306,0.10623,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0291226
13,7,5.75,2.074,0.398,-0.279,112.5,0.0253533,0.00263192,0.10381,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0269416
13,8,5.75,2.074,0.398,-0.279,127.5,0.0273379,0.00312445,0.11429,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0253539
13,9,5.75,2.074,0.398,-0.279,142.5,0.0224325,0.00255259,0.11379,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0242557
13,10,5.75,2.074,0.398,-0.279,157.5,0.0293433,0.00318844,0.10866,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.023567
13,11,5.75,2.074,0.398,-0.279,172.5,0.0208509,0.00227463,0.10909,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0232355
13,12,5.75,2.074,0.398,-0.279,187.5,0.0160779,0.00180876,0.1125,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0232355
13,13,5.75,2.074,0.398,-0.279,202.5,0.0234486,0.00275873,0.11765,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.023567
13,14,5.75,2.074,0.398,-0.279,217.5,0.0296206,0.00293155,0.09897,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0242557
13,15,5.75,2.074,0.398,-0.279,232.5,0.0248396,0.00303589,0.12222,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0253539
13,16,5.75,2.074,0.398,-0.279,247.5,0.0289323,0.00325084,0.11236,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0269416
13,17,5.75,2.074,0.398,-0.279,262.5,0.0294067,0.00317593,0.108,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0291226
13,18,5.75,2.074,0.398,-0.279,277.5,0.0354488,0.00341301,0.09628,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0320082
13,19,5.75,2.074,0.398,-0.279,292.5,0.0369847,0.00392888,0.10623,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.035668
13,20,5.75,2.074,0.398,-0.279,307.5,0.0422011,0.00423192,0.10028,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.040028
13,21,5.75,2.074,0.398,-0.279,322.5,0.0531764,0.00513631,0.09659,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0447078
13,22,5.75,2.074,0.398,-0.279,337.5,0.053153,0.00516807,0.09723,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0488846
13,23,5.75,2.074,0.398,-0.279,352.5,0.0436438,0.00488025,0.11182,-2.36569,1.94659,1.04328,74.5626,2.51631,0,1.28339,0,0.0165452,0.0514184
14,0,5.75,2.084,0.4,-0.324,7.5,0.0463586,0.00649947,0.1402,-2.33213,1.84907,0.934829,64.0384,2.33862,0,1.23278,0,0.0150419,0.0492475
14,1,5.75,2.084,0.4,-0.324,22.5,0.0361741,0.00428228,0.11838,-2.33213,1.84907,0.934829,64.0384,2.33862,0,1.23278,0,0.0150419,0.0459901
14,2,5.75,2.084,0.4,-0.324,37.5,0.0395457,0.00524376,0.1326,-2.33213,1.84907,0.934829,64.0384,2.33862,0,1.23278,0,0.0150419,0.040929
